datetime,open,high,low,close,tick_volume
2014-05-30 08:00:00,1.361240,1.361760,1.360300,1.361260,240
2014-05-30 12:00:00,1.361250,1.365000,1.360560,1.363890,240
2014-05-30 16:00:00,1.363870,1.364400,1.362950,1.363100,240
2014-05-30 20:00:00,1.363100,1.363500,1.362770,1.363310,240
2014-05-31 00:00:00,1.363310,1.363310,1.363310,1.363310,240
2014-05-31 04:00:00,1.363310,1.363310,1.363310,1.363310,240
2014-05-31 08:00:00,1.363310,1.363310,1.363310,1.363310,240
2014-05-31 12:00:00,1.363310,1.363310,1.363310,1.363310,240
2014-05-31 16:00:00,1.363310,1.363310,1.363310,1.363310,240
2014-05-31 20:00:00,1.363310,1.363310,1.363310,1.363310,240
2014-06-01 00:00:00,1.363310,1.363310,1.363310,1.363310,240
2014-06-01 04:00:00,1.363310,1.363310,1.363310,1.363310,240
2014-06-01 08:00:00,1.363310,1.363310,1.363310,1.363310,240
2014-06-01 12:00:00,1.363310,1.363310,1.363310,1.363310,240
2014-06-01 16:00:00,1.363310,1.363310,1.363310,1.363310,240
2014-06-01 20:00:00,1.363310,1.363730,1.362210,1.362870,240
2014-06-02 00:00:00,1.362870,1.363290,1.362040,1.362900,240
2014-06-02 04:00:00,1.362890,1.363610,1.360490,1.360750,240
2014-06-02 08:00:00,1.360750,1.361630,1.359370,1.361080,240
2014-06-02 12:00:00,1.361020,1.362780,1.360050,1.360500,240
2014-06-02 16:00:00,1.360520,1.360560,1.358810,1.359800,240
2014-06-02 20:00:00,1.359800,1.359900,1.359590,1.359650,240
2014-06-03 00:00:00,1.359650,1.360440,1.359330,1.360300,240
2014-06-03 04:00:00,1.360310,1.360850,1.360100,1.360490,240
2014-06-03 08:00:00,1.360470,1.362510,1.358750,1.362210,240
2014-06-03 12:00:00,1.362200,1.364780,1.361870,1.362390,240
2014-06-03 16:00:00,1.362380,1.363310,1.362040,1.362100,240
2014-06-03 20:00:00,1.362100,1.363020,1.361830,1.362080,240
2014-06-04 00:00:00,1.362080,1.362270,1.360930,1.361290,240
2014-06-04 04:00:00,1.361290,1.361620,1.360450,1.361170,240
2014-06-04 08:00:00,1.361190,1.362700,1.360020,1.362340,240
2014-06-04 12:00:00,1.362350,1.363870,1.360820,1.361860,240
2014-06-04 16:00:00,1.361850,1.361950,1.359650,1.359900,240
2014-06-04 20:00:00,1.359890,1.360300,1.359710,1.360250,240
2014-06-05 00:00:00,1.360240,1.360480,1.359430,1.359910,240
2014-06-05 04:00:00,1.359900,1.361350,1.359890,1.360970,240
2014-06-05 08:00:00,1.360950,1.364360,1.355750,1.356930,240
2014-06-05 12:00:00,1.356910,1.365350,1.350300,1.361840,240
2014-06-05 16:00:00,1.361850,1.366980,1.361660,1.365720,240
2014-06-05 20:00:00,1.365730,1.366550,1.365590,1.366030,240
2014-06-06 00:00:00,1.366030,1.366420,1.365740,1.365830,240
2014-06-06 04:00:00,1.365830,1.366100,1.364500,1.364790,240
2014-06-06 08:00:00,1.364790,1.364950,1.362100,1.363840,240
2014-06-06 12:00:00,1.363840,1.367650,1.362130,1.363860,240
2014-06-06 16:00:00,1.363860,1.364810,1.363330,1.364410,240
2014-06-06 20:00:00,1.364430,1.364570,1.364040,1.364180,240
2014-06-07 00:00:00,1.364180,1.364180,1.364180,1.364180,240
